date,actual_return,dir_prob,clf_signal_basic,clf_signal_atr,atr_active,strategy_return_basic,strategy_return_atr,cum_basic,cum_atr,cum_hold
2024-05-31,0.003104909521282527,0.5018656849861145,1.0,0.0,1.0,0.003104909521282527,0.0,0.024723495719713995,-0.007535127004536513,-0.021609320100467677
2024-06-01,0.0,0.5011471509933472,1.0,0.0,1.0,0.0,0.0,0.024723495719713995,-0.007535127004536513,-0.021609320100467677
2024-06-03,0.0016266164009212727,0.4996127486228943,-1.0,0.0,0.0,-0.0016266164009212727,0.0,0.02305666367516679,-0.007535127004536513,-0.020017853774034533
2024-06-04,0.004993990868639649,0.4921489655971527,-1.0,0.0,0.0,-0.004993990868639649,0.0,0.017947528038672056,-0.007535127004536513,-0.015123831884352179
2024-06-05,-0.0023423607924120534,0.4868232309818268,-1.0,0.0,0.0,0.0023423607924120534,-0.0,0.020331928417082645,-0.007535127004536513,-0.01743076720592729
2024-06-06,-0.0006743892561967788,0.48236382007598877,-1.0,0.0,0.0,0.0006743892561967788,-0.0,0.021020029307361465,-0.007535127004536513,-0.018093401339993154
2024-06-07,0.0018284745320394033,0.4812313914299011,-1.0,0.0,0.0,-0.0018284745320394033,0.0,0.019153120187070938,-0.007535127004536513,-0.016298010131501894
2024-06-10,-0.010662943021032207,0.48127490282058716,-1.0,-1.0,1.0,0.010662943021032207,0.010662943021032207,0.03002029183733268,0.0030474693865900626,-0.026787168399145744
2024-06-11,-0.001357260455041113,0.4825732707977295,-1.0,-1.0,1.0,0.001357260455041113,0.001357260455041113,0.03141829764733339,0.004408866051317517,-0.028108071689816216
2024-06-12,-0.002225800503826749,0.48394879698753357,-1.0,-1.0,1.0,0.002225800503826749,0.002225800503826749,0.033714029013892866,0.006644479811422466,-0.030271309233514176
2024-06-13,0.0067570780683288145,0.48734018206596375,-1.0,-1.0,1.0,-0.0067570780683288145,-0.0067570780683288145,0.026729142619519308,-0.00015749552571553416,-0.023718776764906746
2024-06-14,-0.006896604999001071,0.48573818802833557,-1.0,-1.0,1.0,0.006896604999001071,0.006896604999001071,0.03381008795712925,0.0067380232888556435,-0.030451802729500765
2024-06-17,-0.0034198826115551654,0.4873243272304535,-1.0,-1.0,1.0,0.0034198826115551654,0.0034198826115551654,0.03734559710058427,0.010180949149092733,-0.0337675437504108
2024-06-18,0.0035917077512611435,0.48909813165664673,-1.0,-1.0,1.0,-0.0035917077512611435,-0.0035917077512611435,0.03361975487874136,0.006552674403857539,-0.030297119147779106
2024-06-19,0.0001503782682153156,0.4871924817562103,-1.0,-1.0,1.0,-0.0001503782682153156,-0.0001503782682153156,0.03346432093000962,0.006401310755813183,-0.030151296907873215
2024-06-20,0.0008597736998856827,0.4863068163394928,-1.0,-1.0,1.0,-0.0008597736998856827,-0.0008597736998856827,0.032575775487103886,0.005536033377294913,-0.029317446500086386
2024-06-21,-0.0042057311718622144,0.4884084165096283,-1.0,-1.0,1.0,0.0042057311718622144,0.0042057311718622144,0.03691851161337967,0.009765047617300349,-0.033399876373323756
2024-06-24,-0.001743605181274369,0.49291524291038513,-1.0,-1.0,1.0,0.001743605181274369,0.001743605181274369,0.038726488102788226,0.011525679186195736,-0.03508524535709967
2024-06-25,0.004198394017140161,0.49669334292411804,-1.0,0.0,1.0,-0.004198394017140161,0.0,0.03436550502969249,0.011525679186195736,-0.031034153024156685
